88.63838695,1517.034536
88.71297611,1517.407704
88.78756527,1518.028733
88.86215442,1518.116589
88.93674358,1518.126727
89.01133274,1517.843402
89.0859219,1517.002507
89.16051106,1518.302494
89.23510021,1517.111553
89.30968937,1517.768175
89.38427853,1517.533563
89.45886769,1518.026016
89.53345685,1517.592635
89.608046,1517.088281
89.68263516,1516.561788
89.75722432,1516.717102
89.83181348,1516.2283
89.90640264,1517.141488
89.9809918,1517.24245
90.05558095,1517.61425
90.13017011,1517.189264
90.20475927,1517.184133
90.27934843,1517.424305
90.35393759,1517.027167
90.42852674,1517.237987
90.5031159,1515.771444
90.57770506,1516.801461
90.65229422,1518.035896
90.72688338,1518.121673
90.80147253,1517.660027
90.87606169,1516.318354
90.95065085,1516.872735
91.02524001,1516.827218
91.09982917,1517.44796
91.17441832,1517.433082
91.24900748,1517.19371
91.32359664,1516.663394
91.3981858,1516.259031
91.47277496,1517.737655
91.54736412,1516.075244
91.62195327,1516.492286
91.69654243,1518.152146
91.77113159,1516.950367
91.84572075,1516.002347
91.92030991,1517.520195
91.99489906,1516.341603
92.06948822,1516.575736
92.14407738,1517.15542
92.21866654,1517.242544
92.2932557,1517.365965
92.36784485,1517.596797
92.44243401,1516.287661
92.51702317,1517.32344
92.59161233,1516.29665
92.66620149,1516.046404
92.74079065,1517.432632
92.8153798,1517.455665
92.88996896,1515.669694
92.96455812,1515.596742
93.03914728,1518.009347
93.11373644,1516.219743
93.18832559,1517.78728
93.26291475,1516.664661
93.33750391,1518.235222
93.41209307,1517.208782
93.48668223,1516.364132
93.56127138,1516.936626
93.63586054,1516.19522
93.7104497,1516.973688
93.78503886,1516.293877
93.85962802,1516.627165
93.93421717,1515.496414
94.00880633,1516.120171
94.08339549,1517.086015
94.15798465,1517.151952
94.23257381,1516.407924
94.30716297,1509.938177
94.38175212,1461.488498
94.45634128,1421.219035
94.53093044,1382.261732
94.6055196,1335.672015
94.68010876,1297.434676
94.75469791,1258.171417
94.82928707,1217.606259
94.90387623,1175.385136
94.97846539,1140.271853
95.05305455,1102.174364
95.1276437,1052.09671
95.20223286,1002.169526
95.27682202,960.0335436
95.35141118,922.1205052
95.42600034,877.3228352
95.5005895,833.1572266
95.57517865,796.4710537
95.64976781,755.5709832
95.72435697,716.7873076
95.79894613,680.0677167
95.87353529,639.6853482
95.94812444,594.1224557
96.0227136,558.9657118
96.09730276,509.7537059
96.17189192,464.8510159
96.24648108,419.0525608
96.32107023,378.6881096
96.39565939,337.6085534
96.47024855,298.1950913
96.54483771,256.9954908
