8046.006,3300,2187.595251,213.455682,985.4302563,-1066.448308,1650.030525,88.8301066,0.53837244,1921.893214,,,,
8048.618,3300,2187.962333,213.774856,985.947516,-1067.532201,1652.713752,88.90485709,0.537888302,1924.462328,,0.07475049,0.319174,0.5172597
8051.557,3300,2187.11685,213.6845159,985.3644957,-1066.474916,1651.92434,88.97960758,0.537838258,1923.485694,,0.07475049,-0.0903401,0.5830203
8054.127,3300,2187.818574,213.9794394,987.4293326,-1068.555037,1653.72169,89.05435807,0.538280903,1926.087255,,0.07475049,0.2949235,2.0648369
8057.005,3300,2187.901748,214.1349787,987.3855621,-1068.372413,1655.136581,89.12910856,0.537885039,1927.27978,,0.07475049,0.1555393,0.0437705
8059.63,3300,2188.116712,214.5088564,987.4549263,-1068.731015,1658.489074,89.20385905,0.537026067,1930.19513,,0.07475049,0.3738777,0.0693642
8062.495,3300,2187.626755,214.5974702,988.4774347,-1070.351596,1658.687941,89.27860954,0.537428388,1930.889257,,0.07475049,0.0886138,1.0225084
8065.123,3300,2187.911954,214.7727328,990.1256885,-1071.224631,1659.286124,89.35336003,0.538002678,1932.24722,,0.07475049,0.1752626,1.6482538
8068.016,3300,2188.328407,214.9317754,990.1040401,-1071.046126,1660.553064,89.42811052,0.537657263,1933.324207,,0.07475049,0.1590426,0.0216484
8070.617,3300,2187.407797,215.1562224,990.9573885,-1071.665567,1662.706924,89.50286101,0.53746606,1935.611237,,0.07475049,0.224447,0.8533484
8073.564,3300,2188.127345,215.3471845,991.6732746,-1072.265071,1663.91111,89.5776115,0.537465263,1937.012149,,0.07475049,0.1909621,0.7158861
8076.126,3300,2187.935896,215.4366008,992.9297521,-1072.623632,1664.329116,89.65236199,0.537911762,1938.01468,,0.07475049,0.0894163,1.2564775
8078.998,3300,2187.61038,215.4915133,992.4366623,-1072.506914,1664.713076,89.72711249,0.53759177,1938.091885,,0.0747505,0.0549125,0.4930898
8081.627,3300,2187.332525,215.7953466,993.3036355,-1073.859002,1666.905739,89.80186298,0.537396908,1940.419247,,0.07475049,0.3038333,0.8669732
8084.498,3300,2188.343016,215.8402505,993.6207631,-1073.850278,1667.152132,89.87661347,0.537472289,1940.793253,,0.07475049,0.0449039,0.3171276
8087.116,3300,2187.900213,216.1814132,995.6826488,-1076.014071,1669.152272,89.95136396,0.537856719,1943.567144,,0.07475049,0.3411627,2.0618857
8090.052,3300,2187.671674,216.4066803,995.759209,-1075.557261,1671.699856,90.02611445,0.537219772,1945.794648,,0.07475049,0.2252671,0.0765602
8092.623,3300,2187.700168,216.4360166,995.9980793,-1076.169512,1671.571935,90.10086494,0.537358884,1945.807007,,0.07475049,0.0293363,0.2388703
8095.53,3300,2188.358329,216.6591987,997.9845403,-1077.654016,1672.448963,90.17561543,0.538004596,1947.577643,,0.07475049,0.2231821,1.986461
8098.127,3300,2188.144643,216.8890038,997.9428314,-1077.706496,1674.233366,90.25036592,0.537517093,1949.088828,,0.07475049,0.2298051,0.0417089
8101.004,3300,2187.337706,216.989838,997.5747329,-1076.990237,1676.065914,90.32511641,0.536873935,1950.47489,,0.07475049,0.1008342,0.3680985
8103.612,3300,2187.97189,217.2286464,998.591516,-1078.594421,1677.488864,90.3998669,0.536948702,1952.217688,,0.07475049,0.2388084,1.0167831
8106.577,3300,2188.482796,217.4379072,1000.418841,-1079.763728,1678.397457,90.47461739,0.537514439,1953.933438,,0.07475049,0.2092608,1.827325
8109.13,3300,2187.941236,217.5989826,1001.118676,-1080.71682,1678.965411,90.54936788,0.537673205,1954.779643,,0.07475049,0.1610754,0.699835
8111.659,3300,2188.098791,217.6048187,1001.085235,-1080.058376,1679.598922,90.62411837,0.537492585,1955.306673,,0.07475049,0.0058361,0.033441
8114.185,3300,2188.261812,217.8773739,1002.726489,-1081.880064,1680.918647,90.69886886,0.537867673,1957.280744,,0.07475049,0.2725552,1.641254
8116.715,3300,2188.120253,218.0817225,1003.432373,-1082.702273,1682.514551,90.77361935,0.537759773,1959.01295,,0.07475049,0.2043486,0.705884
8119.24,3300,2187.609723,218.4221973,1004.934141,-1084.460041,1684.565128,90.84836984,0.537881857,1961.543346,,0.07475049,0.3404748,1.501768
8121.764,3300,2187.923627,218.4624481,1004.107938,-1083.578393,1685.529887,90.92312033,0.537268282,1961.948968,,0.07475049,0.0402508,0.826203
8124.288,3300,2188.129757,218.6767898,1005.117158,-1083.93787,1686.641906,90.99787082,0.537420012,1963.420847,,0.07475049,0.2143417,1.00922
8126.814,3300,2188.278639,218.8060128,1005.271526,-1084.045525,1688.232456,91.07262131,0.537073103,1964.866323,,0.07475049,0.129223,0.154368
8129.344,3300,2187.921901,219.0403188,1007.251607,-1085.278155,1689.286558,91.1473718,0.537663916,1966.785416,,0.07475049,0.234306,1.980081
8131.871,3300,2188.13955,219.3371838,1007.598286,-1086.397638,1691.355677,91.22212229,0.53727692,1968.740291,,0.07475049,0.296865,0.346679
8134.402,3300,2188.215175,219.3533069,1007.898659,-1086.175487,1691.434048,91.29687278,0.537387609,1968.961363,,0.07475049,0.0161231,0.300373
