6887.581,1800,1805.779551,263.8446277,-1506.319657,1505.716943,110.0656844,-0.785598265,2129.831548
6890.115,1800,1802.698736,263.6861189,-1484.861514,1506.461569,109.9815559,-0.778177386,2115.23998
6892.646,1800,1802.784077,263.4042951,-1494.230452,1503.678024,109.8974275,-0.782246786,2119.851939
6895.383,1800,1804.190493,263.1092799,-1488.687303,1498.518059,109.813299,-0.782107221,2112.284607
6897.929,1800,1806.546024,263.0704441,-1497.401267,1494.426734,109.7291705,-0.786392382,2115.542913
6900.466,1800,1803.521523,262.8212452,-1496.452455,1495.340149,109.6450421,-0.785769949,2115.516984
6902.99,1800,1804.953558,262.6785501,-1500.048132,1494.546754,109.5609136,-0.787235264,2117.501924
6905.538,1800,1803.276038,262.5326749,-1494.999996,1496.629115,109.4767852,-0.784853604,2115.401545
6908.072,1800,1810.875193,262.3623124,-1482.46465,1513.672537,109.3926567,-0.774982499,2118.703846
6910.599,1800,1803.706145,261.9965406,-1490.504117,1497.231872,109.3085283,-0.783146377,2112.653734
6913.163,1800,1806.729688,261.9839849,-1498.594145,1497.362478,109.2243998,-0.785809273,2118.461423
6915.769,1800,1802.286713,261.7732312,-1489.047266,1495.54847,109.1402714,-0.783219914,2110.432891
6918.297,1800,1807.807194,261.4550282,-1498.517251,1474.241114,109.0561429,-0.793564181,2102.127687
6920.824,1800,1801.889398,261.2470566,-1503.323332,1479.206648,108.9720145,-0.793483969,2109.036118
6923.425,1800,1807.444745,261.0690214,-1500.883481,1472.151105,108.887886,-0.795062189,2102.351089
6925.961,1800,1806.731204,260.8300001,-1497.467017,1482.263863,108.8037575,-0.790500309,2107.015336
6928.506,1800,1805.586546,260.6749021,-1499.326929,1473.365878,108.7196291,-0.794131118,2102.091399
6931.062,1800,1801.365073,260.5337243,-1461.476138,1524.645361,108.6355006,-0.764247047,2111.979161
6933.59,1800,1804.748897,260.0455535,-1492.772482,1491.584294,108.5513722,-0.785796302,2110.259081
6936.138,1800,1804.511906,260.1673736,-1494.364534,1493.529178,108.4672437,-0.785677744,2112.759987
6938.666,1800,1807.697967,259.7245587,-1492.164381,1479.957733,108.3831153,-0.789505188,2101.625426
6941.351,1800,1803.16779,259.6378706,-1485.95668,1480.255892,108.2989868,-0.787320069,2097.432898
6943.88,1800,1803.505202,259.4081847,-1486.986105,1468.668355,108.2148584,-0.791595612,2090.003448
6946.414,1800,1805.784816,259.3322612,-1468.636158,1504.340085,108.1307299,-0.773389251,2102.363255
6949.079,1800,1805.615975,259.0551248,-1484.929202,1489.757494,108.0466015,-0.783775039,2103.423906
6951.613,1800,1802.195536,258.8156709,-1469.931157,1512.902947,107.962473,-0.770992797,2109.401084
6954.143,1800,1802.408826,258.5264458,-1475.51574,1480.664185,107.8783446,-0.783656578,2090.338042
6956.769,1800,1803.294832,258.3470076,-1479.460891,1497.549641,107.7942161,-0.779322092,2105.103194
6959.292,1800,1802.143215,258.1064283,-1485.085552,1473.898686,107.7100876,-0.789178789,2092.332773
6961.837,1800,1801.081403,257.9240137,-1469.562015,1507.591509,107.6259592,-0.772625081,2105.337187
6964.422,1800,1801.370319,257.7109106,-1479.175025,1487.11469,107.5418307,-0.782721538,2097.491086
6966.947,1800,1801.255399,257.6686619,-1474.050833,1486.101502,107.4577023,-0.781327224,2093.161134
6969.475,1800,1801.826472,257.2201149,-1477.802749,1485.687429,107.3735738,-0.782737564,2095.511418
6972.029,1800,1802.157638,257.1162343,-1487.974054,1475.430781,107.2894454,-0.789630861,2095.462425
6974.592,1800,1806.312852,256.8286876,-1482.808932,1485.188687,107.2053169,-0.784596358,2098.691918
6977.119,1800,1801.722919,256.7166654,-1483.989167,1471.238715,107.1211885,-0.789712678,2089.681125
6979.648,1800,1800.407143,256.6390834,-1481.942523,1490.279016,107.03706,-0.782593369,2101.686272
6982.396,1800,1797.756999,256.3231347,-1468.456371,1471.99726,106.9529316,-0.784193966,2079.21621
6985.012,1800,1800.58899,256.2967301,-1470.344202,1500.52372,106.8688031,-0.775240027,2100.829243
6987.582,1800,1800.030158,255.9674403,-1475.642995,1481.18709,106.7846746,-0.783523153,2090.79828
6990.126,1800,1803.887811,255.8158525,-1449.121581,1488.502805,106.7005462,-0.77199316,2077.400769
6992.654,1800,1804.840105,255.6120417,-1429.34316,1493.579229,106.6164177,-0.763425041,2067.317291
6995.376,1800,1802.935604,255.2374285,-1407.877666,1491.728723,106.5322893,-0.756488138,2051.188462
6997.951,1800,1803.481988,255.2103408,-1412.511736,1504.33269,106.4481608,-0.753929004,2063.54216
7000.479,1800,1804.314251,254.9908671,-1398.374359,1492.515495,106.3640324,-0.752844907,2045.251415
7003.053,1800,1808.302339,254.6973391,-1362.530639,1513.780364,106.2799039,-0.73286193,2036.669029
7005.581,1800,1802.996679,254.5905362,-1345.551235,1516.680731,106.1957755,-0.725680425,2027.517834
7008.126,1800,1806.058852,254.442008,-1339.145117,1525.889817,106.111647,-0.720309634,2030.184567
7010.654,1800,1804.00157,254.2486012,-1317.053762,1552.143497,106.0275186,-0.703645068,2035.627679
7013.378,1800,1806.588015,254.2055585,-1290.654796,1573.044502,105.9433901,-0.687105827,2034.762593
7015.936,1800,1802.579768,253.7635132,-1296.000197,1536.569884,105.8592617,-0.700671659,2010.140174
7018.479,1800,1800.582654,253.5760248,-1264.735308,1564.188741,105.7751332,-0.679936716,2011.527235
7021.002,1800,1801.556095,253.5336391,-1264.710125,1537.949646,105.6910047,-0.688212367,1991.175736
