0,-347.1064127,-1.98388744
0.0001001,-342.6300278,-2.155675225
0.0002002,-345.4337417,-2.461750641
0.0003003,-345.704555,-2.497646256
0.0004004,-340.3042211,-2.618152749
0.000500501,-343.6654901,-2.788976557
0.000600601,-340.4475927,-2.745389306
0.000700701,-330.2682199,-2.742184359
0.000800801,-344.0478147,-2.530336879
0.000900901,-340.9573585,-2.328103317
0.001001001,-331.5744918,-2.524567948
0.001101101,-331.1125175,-2.41271462
0.001201201,-316.3293658,-2.163687699
0.001301301,-314.1628733,-1.936453376
0.001401401,-310.5786048,-1.778766778
0.001501502,-308.8740869,-1.642553278
0.001601602,-304.9552909,-1.06884903
0.001701702,-305.8792344,-0.761801643
0.001801802,-295.6999353,-0.505713258
0.001901902,-293.8998422,-0.236161509
0.002002002,-289.9810577,-0.160199482
0.002102102,-278.4955306,0.416732543
0.002202202,-274.0032782,0.468336367
0.002302302,-262.3425539,0.53628686
0.002402402,-250.3154639,0.68052184
0.002502503,-250.0605855,0.424104513
0.002602603,-235.8351955,0.48917023
0.002702703,-226.0861207,0.016725348
0.002802803,-215.9866023,-0.20411004
0.002902903,-199.1487894,-0.436162043
0.003003003,-190.3874047,-0.873018463
0.003103103,-173.2469725,-0.845454671
0.003203203,-161.7616234,-1.188718646
0.003303303,-148.8266797,-1.440315455
0.003403403,-136.0988337,-1.339997427
0.003503504,-123.2754189,-1.380381073
0.003603604,-109.1298473,-1.365317337
0.003703704,-104.9881273,-1.336792375
0.003803804,-85.02822964,-1.27205025
0.003903904,-71.01010926,-1.197692827
0.004004004,-58.71239525,-1.06500294
0.004104104,-45.72970386,-0.834236842
0.004204204,-37.60556431,-0.534879858
0.004304304,-25.86538327,-0.18712275
0.004404404,-10.71624162,0.287563058
0.004504505,-5.985119627,0.733728675
0.004604605,10.15167923,1.235671979
0.004704705,21.30248754,1.374460962
0.004804805,30.87626018,1.836988351
0.004904905,45.324547,2.093096154
0.005005005,58.4825406,2.312344055
0.005105105,67.89704818,2.2879831
0.005205205,81.94714415,2.535119475
0.005305305,91.42539714,2.644744815
0.005405405,103.7710386,2.54088922
0.005505506,115.8458934,2.542171386
0.005605606,132.3811528,2.189257322
0.005705706,145.3800011,2.16810184
0.005805806,162.7118456,1.915198773
0.005905906,166.8217949,1.364845078
0.006006006,181.1747835,1.268365867
0.006106106,194.4764257,0.856168816
0.006206206,202.4414992,0.731164489
0.006306306,213.433324,0.555197634
0.006406406,229.0768106,0.329230582
0.006506507,235.8312468,0.594301302
0.006606607,246.743509,0.653277409
0.006706707,259.3922139,0.967391003
0.006806807,261.5746774,1.062587231
