3.001000166,300,284.6998143,267.1122883,-1520.45657,-1521.091081,242.7220576,111.5107914,-1.412494426,1539.708472
5.585000038,300,284.4325227,266.2741019,-1521.239696,-1521.848136,242.3641348,111.157176,-1.412804016,1540.425456
8.205000162,300,285.6002195,265.3717338,-1520.895459,-1521.487484,244.4165024,110.8035605,-1.411453098,1540.409823
10.7420001,300,286.0895725,264.6443823,-1521.718057,-1522.329109,239.4737008,110.4499451,-1.414705868,1540.445877
13.39499998,300,285.4096171,263.7428495,-1520.844581,-1521.416353,241.9850654,110.0963297,-1.413006735,1539.975653
16.00999999,300,283.2175205,262.8874002,-1521.220521,-1521.777563,240.2136255,109.7427143,-1.414181038,1540.069628
18.63000011,300,284.4710983,262.0677037,-1521.490339,-1522.046293,241.3932823,109.3890989,-1.413451976,1540.520551
21.171,300,284.8390272,261.2476847,-1521.447821,-1522.009379,243.3930649,109.0354835,-1.412165793,1540.79319
23.88900018,300,289.6480443,260.3426848,-1521.789385,-1522.323958,241.3507702,108.6818681,-1.413509638,1540.809245
26.42800021,300,287.3222625,259.511816,-1521.281505,-1521.978098,249.7990632,108.3282527,-1.408045635,1541.653979
28.95100021,300,286.103119,258.6794816,-1520.979932,-1521.679121,234.0828667,107.9746372,-1.418091793,1538.887501
31.48000002,300,283.8293095,257.907583,-1521.709249,-1522.24083,241.3574457,107.6210218,-1.413497212,1540.731143
34.00800014,300,287.0949849,257.0761769,-1521.878958,-1522.389301,240.7216802,107.2674064,-1.413921993,1540.799302
36.62600017,300,286.7275076,256.1123615,-1521.533632,-1522.181196,232.1132616,106.913791,-1.419411306,1539.136498
39.1650002,300,286.3717486,255.1772822,-1520.410322,-1520.878504,238.4379053,106.5601756,-1.415238622,1538.993237
41.86500001,300,286.78625,254.6396522,-1522.739934,-1523.243001,240.7856243,106.2065602,-1.413968276,1541.659697
44.40700006,300,286.785182,253.4676092,-1520.778907,-1521.401068,249.3162878,105.8529448,-1.408301922,1541.079848
46.92900014,300,286.1138767,252.8425354,-1522.298091,-1522.906538,230.1105083,105.4993294,-1.420772144,1539.591609
49.454,300,285.9064179,252.0144325,-1522.253834,-1522.737346,240.5859762,105.1457139,-1.414046968,1541.148386
51.98699999,300,285.4802523,250.9748568,-1521.081697,-1521.565422,240.7681941,104.7920985,-1.41381128,1540.019108
54.59600019,300,286.450538,250.055081,-1520.849194,-1521.316753,239.050119,104.4384831,-1.414889925,1539.521754
57.20500016,300,284.4016631,249.2656014,-1521.098361,-1521.572147,239.317595,104.0848677,-1.414743451,1539.809447
59.76200008,300,286.9732133,248.4963306,-1521.368272,-1521.831764,240.0248874,103.7312523,-1.414317043,1540.186146
62.296,300,285.4570454,247.7052386,-1521.566225,-1522.002571,240.1013063,103.3776369,-1.414288066,1540.39359
64.88800001,300,287.7903173,246.8360057,-1521.475287,-1521.916223,239.5810784,103.0240215,-1.414612496,1540.222758
67.42200017,300,286.3072817,245.9547914,-1348.563368,-1349.014304,244.2906669,102.670406,-1.391590843,1370.51125
69.99800015,300,285.1165821,245.1427749,-1135.496262,-1135.923747,251.4820202,102.3167906,-1.352841243,1163.011164
72.55300021,300,285.6736042,244.4552751,-857.7133252,-858.1524435,258.6097761,101.9631752,-1.277954113,895.8522002
75.1400001,300,285.9230829,243.7203952,-587.4873096,-588.0690552,257.754125,101.6095598,-1.157345654,641.5438628
77.70700002,300,286.0860286,242.6815107,-390.7545755,-391.5412192,276.7341162,101.2559444,-0.95458524,478.8224194
80.24900007,300,285.5445268,242.1451972,-104.4969928,-105.4176603,275.7996901,100.902329,-0.362174328,294.9323492
82.83899999,300,283.2941055,241.1663555,-1.359118782,-41.76288438,276.5139359,100.5487136,-0.004915151,276.517276
85.36500001,300,286.104636,240.4378766,-1.48364533,-45.08314031,285.3430396,100.1950982,-0.005199468,285.3468967
87.89900017,300,284.1770367,239.5610116,-1.664017569,-43.11441651,284.8592275,99.84148275,-0.005841477,284.8640877
90.42800021,300,284.6711113,238.760672,-1.446600043,-41.80978843,277.3720315,99.48786733,-0.005215331,277.3758038
92.95100021,300,286.7844057,237.7565356,-1.404229466,-41.37536175,277.0380139,99.13425192,-0.005068681,277.0415727
95.48100019,300,286.7572645,237.1825273,-1.257446641,-45.2916373,285.0993572,98.78063651,-0.004410527,285.1021302
98.00900006,300,286.2659533,236.3124168,132.0041503,-139.545761,278.0935217,98.4270211,0.443183449,307.8329133
100.6430001,300,285.1617528,235.3318409,427.08909,-427.0859829,278.1980826,98.07340568,0.993450294,509.7050755
103.214,300,286.0874402,234.5164708,693.8550353,-694.3048167,283.6359238,97.71979027,1.182741674,749.5893191
105.7780001,300,284.1200786,233.6880278,887.1469741,-887.6721654,281.8839953,97.36617486,1.263142836,930.8535548
108.306,300,286.1717954,233.1494748,1162.859742,-1163.270631,267.2703943,97.01255944,1.344880958,1193.17905
110.9260001,300,287.2780704,232.201353,1364.037396,-1364.481376,261.2081527,96.65894403,1.381590585,1388.822421
113.454,300,288.1473567,231.4463898,1519.0644,-1519.511759,258.2156047,96.30532862,1.402422385,1540.854292
115.98,300,285.3920364,230.5028338,1518.68748,-1519.140644,257.5282629,95.95171321,1.402821288,1540.367641
118.5080001,300,287.3845528,229.888764,1519.624681,-1520.053444,257.3163471,95.59809779,1.40305851,1541.256265
121.1850002,300,284.158099,228.9510189,1519.028408,-1519.465345,258.1657447,95.24448238,1.402450372,1540.810454
123.9890001,300,287.5294053,228.1511051,1518.59283,-1519.028507,258.3328221,94.89086697,1.402296064,1540.409047
